40	-2.3	0	0	0	0	1.5
40	-2.2	0	0	0	0	1.5
40	-2.1	0	0	0	0	1.5
40	-2	0	0	0	0	1.5
40	-1.9	0	0	0	0	1.5
40	-1.8	0	0	0	0	1.5
40	-1.7	0	0	0	0	1.5
40	-1.6	0	0	0	0	1.5
40	-1.5	0	0	0	0	1.5
40	-1.4	0	0	0	0	1.5
40	-1.3	0	0	0	0	1.5
40	-1.2	0	0	0	0	1.5
40	-1.1	0	0	0	0	1.5
40	-1	0	0	0	0	1.5
40	-0.9	0	0	0	0	1.5
40	-0.8	0	0	0	0	1.5
40	-0.7	0	0	0	0	1.5
40	-0.6	0	0	0	0	1.5
40	-0.5	0	0	0	0	1.5
40	-0.4	0	0	0	0	1.5
40	-0.3	0	0	0	0	1.5
40	-0.2	0	0	0	0	1.5
40	-0.1	0	0	0	0	1.5
40	-4.09E-14	0	0	0	0	1.5
40	0.1	0	0	0	0	1.5
40	0.2	0	0	0	0	1.5
40	0.3	0	0	0	0	1.5
40	0.4	0	0	0	0	1.5
40	0.5	0	0	0	0	1.5
40	0.6	0	0	0	0	1.5
40	0.7	0	0	0	0	1.5
40	0.8	0	0	0	0	1.5
40	0.9	0	0	0	0	1.5
40	1	0	0	0	0	1.5
40	1.1	0	0	0	0	1.5
40	1.2	0	0	0	0	1.5
40	1.3	0	0	0	0	1.5
40	1.4	0	0	0	0	1.5
40	1.5	0	0	0	0	1.5
40	1.6	0	0	0	0	1.5
40	1.7	0	0	0	0	1.5
40	1.8	0	0	0	0	1.5
40	1.9	0	0	0	0	1.5
40	2	0	0	0	0	1.5
40	2.1	0	0	0	0	1.5
40	2.2	0	0	0	0	1.5
40	2.3	0	0	0	0	1.5
40	2.4	0	0	0	0	1.5
40	2.5	0	0	0	0	1.5
40	2.6	0	0	0	0	1.5
40	2.7	0	0	0	0	1.5
40	2.8	0	0	0	0	1.5
40	2.9	0	0	0	0	1.5
40	3	0	0	0	0	1.5
40	3.1	0	0	0	0	1.5
40	3.2	0	0	0	0	1.5
40	3.3	0	0	0	0	1.5
40	3.4	0	0	0	0	1.5
40	3.5	0	0	0	0	1.5
40	3.6	0	0	0	0	1.5
40	3.7	0	0	0	0	1.5
40	3.8	0	0	0	0	1.5
40	3.9	0	0	0	0	1.5
40	4	0	0	0	0	1.5
40	4.1	0	0	0	0	1.5
40	4.2	0	0	0	0	1.5
40	4.3	0	0	0	0	1.5
40	4.4	0	0	0	0	1.5
40	4.5	0	0	0	0	1.5
40	4.6	0	0	0	0	1.5
40	4.7	0	0	0	0	1.5
40	4.8	0	0	0	0	1.5
40	4.9	0	0	0	0	1.5
40	5	0	0	0	0	1.5
40	5.1	0	0	0	0	1.5
40	5.2	0	0	0	0	1.5
40	5.3	0	0	0	0	1.5
40	5.4	0	0	0	0	1.5
40	5.5	0	0	0	0	1.5
40	5.6	0	0	0	0	1.5
40	5.7	0	0	0	0	1.5
40	5.8	0	0	0	0	1.5
40	5.9	0	0	0	0	1.5
40	6	0	0	0	0	1.5
40	6.1	0	0	0	0	1.5
40	6.2	0	0	0	0	1.5
40	6.3	0	0	0	0	1.5
40	6.4	0	0	0	0	1.5
40	6.5	0	0	0	0	1.5
40	6.6	0	0	0	0	1.5
40	6.7	0	0	0	0	1.5
40	6.8	0	0	0	0	1.5
40	6.9	0	0	0	0	1.5
40	7	0	0	0	0	1.5
40	7.1	0	0	0	0	1.5
40	7.2	0	0	0	0	1.5
40	7.3	0	0	0	0	1.5
40	7.4	0	0	0	0	1.5
40	7.5	0	0	0	0	1.5
40	7.6	0	0	0	0	1.5
40	7.7	0	0	0	0	1.5
40	7.8	0	0	0	0	1.5
40	7.9	0	0	0	0	1.5
40	8	0	0	0	0	1.5
40	8.1	0	0	0	0	1.5
40	8.2	0	0	0	0	1.5
40	8.3	0	0	0	0	1.5
40	8.4	0	0	0	0	1.5
40	8.5	0	0	0	0	1.5
40	8.6	0	0	0	0	1.5
40	8.7	0	0	0	0	1.5
40	8.8	0	0	0	0	1.5
40	8.9	0	0	0	0	1.5
40	9	0	0	0	0	1.5
40	9.1	0	0	0	0	1.5
40	9.2	0	0	0	0	1.5
40	9.3	0	0	0	0	1.5
40	9.4	0	0	0	0	1.5
40	9.5	0	0	0	0	1.5
40	9.6	0	0	0	0	1.5
40	9.7	0	0	0	0	1.5
40	9.8	0	0	0	0	1.5
40	9.9	0	0	0	0	1.5
40	10	0	0	0	0	1.5
40	10.1	0	0	0	0	1.5
40	10	0	0	0	0	1.5
40	9.9	0	0	0	0	1.5
40	9.8	0	0	0	0	1.5
40	9.7	0	0	0	0	1.5
40	9.6	0	0	0	0	1.5
40	9.5	0	0	0	0	1.5
40	9.4	0	0	0	0	1.5
40	9.3	0	0	0	0	1.5
40	9.2	0	0	0	0	1.5
40	9.1	0	0	0	0	1.5
40	9	0	0	0	0	1.5
40	8.9	0	0	0	0	1.5
40	8.8	0	0	0	0	1.5
40	8.7	0	0	0	0	1.5
40	8.6	0	0	0	0	1.5
40	8.5	0	0	0	0	1.5
40	8.4	0	0	0	0	1.5
40	8.3	0	0	0	0	1.5
40	8.2	0	0	0	0	1.5
40	8.1	0	0	0	0	1.5
40	8	0	0	0	0	1.5
40	7.9	0	0	0	0	1.5
40	7.8	0	0	0	0	1.5
40	7.7	0	0	0	0	1.5
40	7.6	0	0	0	0	1.5
40	7.5	0	0	0	0	1.5
40	7.4	0	0	0	0	1.5
40	7.3	0	0	0	0	1.5
40	7.2	0	0	0	0	1.5
40	7.1	0	0	0	0	1.5
40	7	0	0	0	0	1.5
40	6.9	0	0	0	0	1.5
40	6.8	0	0	0	0	1.5
40	6.7	0	0	0	0	1.5
40	6.6	0	0	0	0	1.5
40	6.5	0	0	0	0	1.5
40	6.4	0	0	0	0	1.5
40	6.3	0	0	0	0	1.5
40	6.2	0	0	0	0	1.5
40	6.1	0	0	0	0	1.5
40	6	0	0	0	0	1.5
40	5.9	0	0	0	0	1.5
40	5.8	0	0	0	0	1.5
40	5.7	0	0	0	0	1.5
40	5.6	0	0	0	0	1.5
40	5.5	0	0	0	0	1.5
40	5.4	0	0	0	0	1.5
40	5.3	0	0	0	0	1.5
40	5.2	0	0	0	0	1.5
40	5.1	0	0	0	0	1.5
40	5	0	0	0	0	1.5
40	4.9	0	0	0	0	1.5
40	4.8	0	0	0	0	1.5
40	4.7	0	0	0	0	1.5
40	4.6	0	0	0	0	1.5
40	4.5	0	0	0	0	1.5
40	4.4	0	0	0	0	1.5
40	4.3	0	0	0	0	1.5
40	4.2	0	0	0	0	1.5
40	4.1	0	0	0	0	1.5
40	4	0	0	0	0	1.5
40	3.9	0	0	0	0	1.5
40	3.8	0	0	0	0	1.5
40	3.7	0	0	0	0	1.5
40	3.6	0	0	0	0	1.5
40	3.5	0	0	0	0	1.5
40	3.4	0	0	0	0	1.5
40	3.3	0	0	0	0	1.5
40	3.2	0	0	0	0	1.5
40	3.1	0	0	0	0	1.5
40	3	0	0	0	0	1.5
40	2.9	0	0	0	0	1.5
40	2.8	0	0	0	0	1.5
40	2.7	0	0	0	0	1.5
40	2.6	0	0	0	0	1.5
40	2.5	0	0	0	0	1.5
40	2.4	0	0	0	0	1.5
40	2.3	0	0	0	0	1.5
40	2.2	0	0	0	0	1.5
40	2.1	0	0	0	0	1.5
40	2	0	0	0	0	1.5
40	1.9	0	0	0	0	1.5
40	1.8	0	0	0	0	1.5
40	1.7	0	0	0	0	1.5
40	1.6	0	0	0	0	1.5
40	1.5	0	0	0	0	1.5
40	1.4	0	0	0	0	1.5
40	1.3	0	0	0	0	1.5
40	1.2	0	0	0	0	1.5
40	1.1	0	0	0	0	1.5
40	1	0	0	0	0	1.5
40	0.9	0	0	0	0	1.5
40	0.8	0	0	0	0	1.5
40	0.7	0	0	0	0	1.5
40	0.6	0	0	0	0	1.5
40	0.5	0	0	0	0	1.5
40	0.4	0	0	0	0	1.5
40	0.3	0	0	0	0	1.5
40	0.2	0	0	0	0	1.5
40	0.1	0	0	0	0	1.5
40	0	0	0	0	0	1.5
40	-0.1	0	0	0	0	1.5
40	-0.2	0	0	0	0	1.5
40	-0.3	0	0	0	0	1.5
40	-0.4	0	0	0	0	1.5
40	-0.5	0	0	0	0	1.5
40	-0.6	0	0	0	0	1.5
40	-0.7	0	0	0	0	1.5
40	-0.8	0	0	0	0	1.5
40	-0.9	0	0	0	0	1.5
40	-1	0	0	0	0	1.5
40	-1.1	0	0	0	0	1.5
40	-1.2	0	0	0	0	1.5
40	-1.3	0	0	0	0	1.5
40	-1.4	0	0	0	0	1.5
40	-1.5	0	0	0	0	1.5
40	-1.6	0	0	0	0	1.5
40	-1.7	0	0	0	0	1.5
40	-1.8	0	0	0	0	1.5
40	-1.9	0	0	0	0	1.5
40	-2	0	0	0	0	1.5
40	-2.1	0	0	0	0	1.5
40	-2.2	0	0	0	0	1.5
40	-2.3	0	0	0	0	1.5
40	-2.4	0	0	0	0	1.5
40	-2.5	0	0	0	0	1.5
40	-2.6	0	0	0	0	1.5
40	-2.7	0	0	0	0	1.5
40	-2.8	0	0	0	0	1.5
40	-2.9	0	0	0	0	1.5
40	-3	0	0	0	0	1.5
40	-3.1	0	0	0	0	1.5
40	-3.2	0	0	0	0	1.5
40	-3.3	0	0	0	0	1.5
40	-3.4	0	0	0	0	1.5
40	-3.5	0	0	0	0	1.5
40	-3.6	0	0	0	0	1.5
40	-3.7	0	0	0	0	1.5
40	-3.8	0	0	0	0	1.5
40	-3.9	0	0	0	0	1.5
40	-4	0	0	0	0	1.5
40	-4.1	0	0	0	0	1.5
40	-4.2	0	0	0	0	1.5
40	-4.3	0	0	0	0	1.5
40	-4.4	0	0	0	0	1.5
40	-4.5	0	0	0	0	1.5
40	-4.6	0	0	0	0	1.5
40	-4.7	0	0	0	0	1.5
40	-4.8	0	0	0	0	1.5
40	-4.9	0	0	0	0	1.5
40	-5	0	0	0	0	1.5
40	-5.1	0	0	0	0	1.5
40	-5.2	0	0	0	0	1.5
40	-5.3	0	0	0	0	1.5
40	-5.4	0	0	0	0	1.5
40	-5.5	0	0	0	0	1.5
40	-5.6	0	0	0	0	1.5
40	-5.7	0	0	0	0	1.5
40	-5.8	0	0	0	0	1.5
40	-5.9	0	0	0	0	1.5
40	-6	0	0	0	0	1.5
40	-6.1	0	0	0	0	1.5
40	-6.2	0	0	0	0	1.5
40	-6.3	0	0	0	0	1.5
40	-6.4	0	0	0	0	1.5
40	-6.5	0	0	0	0	1.5
40	-6.6	0	0	0	0	1.5
40	-6.7	0	0	0	0	1.5
40	-6.8	0	0	0	0	1.5
40	-6.9	0	0	0	0	1.5
40	-7	0	0	0	0	1.5
40	-7.1	0	0	0	0	1.5
40	-7.2	0	0	0	0	1.5
40	-7.3	0	0	0	0	1.5
40	-7.4	0	0	0	0	1.5
40	-7.5	0	0	0	0	1.5
40	-7.6	0	0	0	0	1.5
40	-7.7	0	0	0	0	1.5
40	-7.8	0	0	0	0	1.5
40	-7.9	0	0	0	0	1.5
40	-8	0	0	0	0	1.5
40	-8.1	0	0	0	0	1.5
40	-8.2	0	0	0	0	1.5
40	-8.3	0	0	0	0	1.5
40	-8.4	0	0	0	0	1.5
40	-8.5	0	0	0	0	1.5
40	-8.6	0	0	0	0	1.5
40	-8.7	0	0	0	0	1.5
40	-8.8	0	0	0	0	1.5
40	-8.9	0	0	0	0	1.5
40	-9	0	0	0	0	1.5
40	-9.1	0	0	0	0	1.5
40	-9.2	0	0	0	0	1.5
40	-9.3	0	0	0	0	1.5
40	-9.4	0	0	0	0	1.5
40	-9.5	0	0	0	0	1.5
40	-9.6	0	0	0	0	1.5
40	-9.7	0	0	0	0	1.5
40	-9.8	0	0	0	0	1.5
40	-9.9	0	0	0	0	1.5
40	-10	0	0	0	0	1.5
